ISO 8601 Date Time,Top of Conservation (ac-ft),Top of Conservation (ac-ft) notes,Storage (ac-ft),Storage (ac-ft) notes,Elevation (ft),Elevation (ft) notes,Inflow (cfs),Inflow (cfs) notes,Outflow (cfs),Outflow (cfs) notes, Precip @ Dam (in), Precip @ Dam (in) notes,Gross Pool,Gross Pool(elev)
2021-04-12T24:00:00-07:00,520499.98,0,189244.00,0,490.66,0,2092.00,0,586.00,0,0.00,0,520500.00,578.00
2021-04-13T24:00:00-07:00,520499.98,0,189867.00,0,490.89,0,968.00,0,629.00,0,0.00,0,520500.00,578.00
2021-04-14T24:00:00-07:00,520499.98,0,191286.00,0,491.41,0,1286.00,0,549.00,0,0.00,0,520500.00,578.00
2021-04-15T24:00:00-07:00,520499.98,0,194141.00,0,492.45,0,1960.00,0,492.00,0,0.00,0,520500.00,578.00
2021-04-16T24:00:00-07:00,520499.98,0,197745.00,0,493.75,0,2337.00,0,496.00,0,0.00,0,520500.00,578.00
2021-04-17T24:00:00-07:00,520499.98,0,201360.00,0,495.04,0,2349.00,0,500.00,0,0.00,0,520500.00,578.00
2021-04-18T24:00:00-07:00,520499.98,0,204991.00,0,496.32,0,2366.00,0,503.00,0,0.00,0,520500.00,578.00
2021-04-19T24:00:00-07:00,520499.98,0,208862.00,0,497.67,0,2504.00,0,523.00,0,0.00,0,520500.00,578.00
2021-04-20T24:00:00-07:00,520499.98,0,211729.00,0,498.66,0,2058.00,0,583.00,0,0.00,0,520500.00,578.00
2021-04-21T24:00:00-07:00,520499.98,0,213946.00,0,499.42,0,1676.00,0,532.00,0,0.00,0,520500.00,578.00
2021-04-22T24:00:00-07:00,520499.98,0,214561.00,0,499.63,0,867.00,0,530.00,0,0.00,0,520500.00,578.00
2021-04-23T24:00:00-07:00,520499.98,0,214883.00,0,499.74,0,716.00,0,530.00,0,0.00,0,520500.00,578.00
2021-04-24T24:00:00-07:00,520499.98,0,215147.00,0,499.83,0,692.00,0,530.00,0,0.00,0,520500.00,578.00
2021-04-25T24:00:00-07:00,520499.98,0,215557.00,0,499.97,0,747.00,0,530.00,0,0.12,0,520500.00,578.00
2021-04-26T24:00:00-07:00,520499.98,0,216206.00,0,500.19,0,880.00,0,528.00,0,0.00,0,520500.00,578.00
2021-04-27T24:00:00-07:00,520499.98,0,216766.00,0,500.38,0,901.00,0,596.00,0,0.00,0,520500.00,578.00
2021-04-28T24:00:00-07:00,520499.98,0,218183.00,0,500.86,0,1299.00,0,550.00,0,0.00,0,520500.00,578.00
2021-04-29T24:00:00-07:00,520499.98,0,219281.00,0,501.23,0,1144.00,0,536.00,0,0.00,0,520500.00,578.00
2021-04-30T24:00:00-07:00,520499.98,0,220085.00,0,501.50,0,987.00,0,545.00,0,0.00,0,520500.00,578.00
2021-05-01T24:00:00-07:00,520499.98,0,220799.00,0,501.74,0,947.00,0,544.00,0,0.00,0,520500.00,578.00
2021-05-02T24:00:00-07:00,520499.98,0,221305.00,0,501.91,0,838.00,0,544.00,0,0.00,0,520500.00,578.00
2021-05-03T24:00:00-07:00,520499.98,0,222203.00,0,502.21,0,1117.00,0,633.00,0,0.00,0,520500.00,578.00
2021-05-04T24:00:00-07:00,520499.98,0,224094.00,0,502.84,0,1624.00,0,631.00,0,0.00,0,520500.00,578.00
2021-05-05T24:00:00-07:00,520499.98,0,225452.00,0,503.29,0,1354.00,0,630.00,0,0.00,0,520500.00,578.00
2021-05-06T24:00:00-07:00,520499.98,0,226905.00,0,503.77,0,1366.00,0,582.00,0,0.00,0,520500.00,578.00
2021-05-07T24:00:00-07:00,520499.98,0,227876.00,0,504.09,0,1062.00,0,538.00,0,0.00,0,520500.00,578.00
2021-05-08T24:00:00-07:00,520499.98,0,229127.00,0,504.50,0,1117.00,0,450.00,0,0.00,0,520500.00,578.00
2021-05-09T24:00:00-07:00,520499.98,0,229920.00,0,504.76,0,977.00,0,535.00,0,0.00,0,520500.00,578.00
2021-05-10T24:00:00-07:00,520499.98,0,232683.00,0,505.66,0,2049.00,0,620.00,0,0.00,0,520500.00,578.00
2021-05-11T24:00:00-07:00,520499.98,0,236210.00,0,506.80,0,2438.00,0,615.00,0,0.00,0,520500.00,578.00
2021-05-12T24:00:00-07:00,520499.98,0,238612.00,0,507.57,0,1936.00,0,668.00,0,0.00,0,520500.00,578.00
2021-05-13T24:00:00-07:00,520499.98,0,241658.00,0,508.54,0,2253.00,0,682.00,0,0.00,0,520500.00,578.00
2021-05-14T24:00:00-07:00,520499.98,0,244728.00,0,509.51,0,2279.00,0,682.00,0,0.00,0,520500.00,578.00
2021-05-15T24:00:00-07:00,520499.98,0,247498.00,0,510.38,0,2029.00,0,597.00,0,0.00,0,520500.00,578.00
2021-05-16T24:00:00-07:00,520499.98,0,250347.00,0,511.27,0,2062.00,0,594.00,0,0.00,0,520500.00,578.00
2021-05-17T24:00:00-07:00,520499.98,0,253151.00,0,512.14,0,2179.00,0,729.00,0,0.00,0,520500.00,578.00
2021-05-18T24:00:00-07:00,520499.98,0,255325.00,0,512.81,0,1894.00,0,760.00,0,0.00,0,520500.00,578.00
2021-05-19T24:00:00-07:00,520499.98,0,257020.00,0,513.33,0,1669.00,0,755.00,0,0.00,0,520500.00,578.00
2021-05-20T24:00:00-07:00,520499.98,0,257935.00,0,513.61,0,1262.00,0,755.00,0,0.00,0,520500.00,578.00
2021-05-21T24:00:00-07:00,520499.98,0,259276.00,0,514.02,0,1356.00,0,644.00,0,0.00,0,520500.00,578.00
2021-05-22T24:00:00-07:00,520499.98,0,260231.00,0,514.31,0,1190.00,0,677.00,0,0.00,0,520500.00,578.00
2021-05-23T24:00:00-07:00,520499.98,0,260660.00,0,514.44,0,960.00,0,706.00,0,0.00,0,520500.00,578.00
2021-05-24T24:00:00-07:00,520499.98,0,260923.00,0,514.52,0,955.00,0,769.00,0,0.00,0,520500.00,578.00
2021-05-25T24:00:00-07:00,520499.98,0,260890.00,0,514.51,0,856.00,0,832.00,0,0.00,0,520500.00,578.00
2021-05-26T24:00:00-07:00,520499.98,0,260858.00,0,514.50,0,859.00,0,832.00,0,0.00,0,520500.00,578.00
2021-05-27T24:00:00-07:00,520499.98,0,260989.00,0,514.54,0,885.00,0,760.00,0,0.00,0,520500.00,578.00
2021-05-28T24:00:00-07:00,520499.98,0,261055.00,0,514.56,0,832.00,0,760.00,0,0.00,0,520500.00,578.00
2021-05-29T24:00:00-07:00,520499.98,0,260923.00,0,514.52,0,734.00,0,760.00,0,0.00,0,520500.00,578.00
2021-05-30T24:00:00-07:00,520499.98,0,260792.00,0,514.48,0,670.00,0,688.00,0,0.00,0,520500.00,578.00
2021-05-31T24:00:00-07:00,520499.98,0,260561.00,0,514.41,0,693.00,0,760.00,0,0.00,0,520500.00,578.00
2021-06-01T24:00:00-07:00,520499.98,0,260396.00,0,514.36,0,924.00,0,937.00,0,0.00,0,520500.00,578.00
2021-06-02T24:00:00-07:00,520499.98,0,259638.00,0,514.13,0,672.00,0,1001.00,0,0.00,0,520500.00,578.00
2021-06-03T24:00:00-07:00,520499.98,0,260495.00,0,514.39,0,1349.00,0,861.00,0,0.00,0,520500.00,578.00
2021-06-04T24:00:00-07:00,520499.98,0,260890.00,0,514.51,0,878.00,0,627.00,0,0.00,0,520500.00,578.00
2021-06-05T24:00:00-07:00,520499.98,0,263667.00,0,515.35,0,2071.00,0,622.00,0,0.00,0,520500.00,578.00
2021-06-06T24:00:00-07:00,520499.98,0,267665.00,0,516.55,0,2685.00,0,620.00,0,0.00,0,520500.00,578.00
2021-06-07T24:00:00-07:00,520499.98,0,269677.00,0,517.15,0,1762.00,0,705.00,0,0.00,0,520500.00,578.00
2021-06-08T24:00:00-07:00,520499.98,0,269373.00,0,517.06,0,684.00,0,784.00,0,0.00,0,520500.00,578.00
2021-06-09T24:00:00-07:00,520499.98,0,269071.00,0,516.97,0,732.00,0,832.00,0,0.00,0,520500.00,578.00
2021-06-10T24:00:00-07:00,520499.98,0,268736.00,0,516.87,0,724.00,0,853.00,0,0.00,0,520500.00,578.00
2021-06-11T24:00:00-07:00,520499.98,0,268435.00,0,516.78,0,669.00,0,775.00,0,0.00,0,520500.00,578.00
2021-06-12T24:00:00-07:00,520499.98,0,268301.00,0,516.74,0,693.00,0,719.00,0,0.00,0,520500.00,578.00
2021-06-13T24:00:00-07:00,520499.98,0,268100.00,0,516.68,0,683.00,0,732.00,0,0.00,0,520500.00,578.00
2021-06-14T24:00:00-07:00,520499.98,0,267766.00,0,516.58,0,831.00,0,945.00,0,0.00,0,520500.00,578.00
2021-06-15T24:00:00-07:00,520499.98,0,266896.00,0,516.32,0,915.00,0,1309.00,0,0.00,0,520500.00,578.00
2021-06-16T24:00:00-07:00,520499.98,0,265593.00,0,515.93,0,755.00,0,1348.00,0,0.00,0,520500.00,578.00
2021-06-17T24:00:00-07:00,520499.98,0,264165.00,0,515.50,0,722.00,0,1390.00,0,0.00,0,520500.00,578.00
2021-06-18T24:00:00-07:00,520499.98,0,262903.00,0,515.12,0,636.00,0,1215.00,0,0.00,0,520500.00,578.00
2021-06-19T24:00:00-07:00,520499.98,0,262176.00,0,514.90,0,778.00,0,1081.00,0,0.00,0,520500.00,578.00
2021-06-20T24:00:00-07:00,520499.98,0,261121.00,0,514.58,0,724.00,0,1196.00,0,0.00,0,520500.00,578.00
2021-06-21T24:00:00-07:00,520499.98,0,260330.00,0,514.34,0,986.00,0,1337.00,0,0.00,0,520500.00,578.00
2021-06-22T24:00:00-07:00,520499.98,0,259408.00,0,514.06,0,1029.00,0,1447.00,0,0.00,0,520500.00,578.00
2021-06-23T24:00:00-07:00,520499.98,0,258393.00,0,513.75,0,1075.00,0,1535.00,0,0.00,0,520500.00,578.00
2021-06-24T24:00:00-07:00,520499.98,0,256758.00,0,513.25,0,693.00,0,1475.00,0,0.00,0,520500.00,578.00
2021-06-25T24:00:00-07:00,520499.98,0,255033.00,0,512.72,0,745.00,0,1578.00,0,0.00,0,520500.00,578.00
2021-06-26T24:00:00-07:00,520499.98,0,253313.00,0,512.19,0,789.00,0,1614.00,0,0.00,0,520500.00,578.00
2021-06-27T24:00:00-07:00,520499.98,0,251506.00,0,511.63,0,791.00,0,1661.00,0,0.00,0,520500.00,578.00
2021-06-28T24:00:00-07:00,520499.98,0,249191.00,0,510.91,0,739.00,0,1864.00,0,0.00,0,520500.00,578.00
2021-06-29T24:00:00-07:00,520499.98,0,246860.00,0,510.18,0,723.00,0,1859.00,0,0.00,0,520500.00,578.00
2021-06-30T24:00:00-07:00,520499.98,0,244792.00,0,509.53,0,683.00,0,1671.00,0,0.00,0,520500.00,578.00
2021-07-01T24:00:00-07:00,520499.98,0,242541.00,0,508.82,0,460.00,0,1549.00,0,0.00,0,520500.00,578.00
2021-07-02T24:00:00-07:00,520499.98,0,240460.00,0,508.16,0,428.00,0,1432.00,0,0.00,0,520500.00,578.00
2021-07-03T24:00:00-07:00,520499.98,0,238518.00,0,507.54,0,362.00,0,1296.00,0,0.00,0,520500.00,578.00
2021-07-04T24:00:00-07:00,520499.98,0,236303.00,0,506.83,0,237.00,0,1306.00,0,0.00,0,520500.00,578.00
2021-07-05T24:00:00-07:00,520499.98,0,234039.00,0,506.10,0,368.00,0,1461.00,0,0.00,0,520500.00,578.00
2021-07-06T24:00:00-07:00,520499.98,0,231483.00,0,505.27,0,284.00,0,1526.00,0,0.00,0,520500.00,578.00
2021-07-07T24:00:00-07:00,520499.98,0,229310.00,0,504.56,0,543.00,0,1591.00,0,0.00,0,520500.00,578.00
2021-07-08T24:00:00-07:00,520499.98,0,227815.00,0,504.07,0,891.00,0,1593.00,0,0.00,0,520500.00,578.00
2021-07-09T24:00:00-07:00,520499.98,0,228394.00,0,504.26,0,1794.00,0,1444.00,0,0.00,0,520500.00,578.00
2021-07-10T24:00:00-07:00,520499.98,0,228852.00,0,504.41,0,1607.00,0,1321.00,0,0.00,0,520500.00,578.00
2021-07-11T24:00:00-07:00,520499.98,0,229127.00,0,504.50,0,1532.00,0,1334.00,0,0.00,0,520500.00,578.00
2021-07-12T24:00:00-07:00,520499.98,0,229035.00,0,504.47,0,1409.00,0,1402.00,0,0.00,0,520500.00,578.00
2021-07-13T24:00:00-07:00,520499.98,0,228425.00,0,504.27,0,1182.00,0,1450.00,0,0.00,0,520500.00,578.00
2021-07-14T24:00:00-07:00,520499.98,0,227815.00,0,504.07,0,1229.00,0,1496.00,0,0.00,0,520500.00,578.00
2021-07-15T24:00:00-07:00,520499.98,0,227268.00,0,503.89,0,1131.00,0,1368.00,0,0.00,0,520500.00,578.00
2021-07-16T24:00:00-07:00,520499.98,0,226511.00,0,503.64,0,883.00,0,1231.00,0,0.00,0,520500.00,578.00
2021-07-17T24:00:00-07:00,520499.98,0,225543.00,0,503.32,0,750.00,0,1195.00,0,0.00,0,520500.00,578.00
2021-07-18T24:00:00-07:00,520499.98,0,224034.00,0,502.82,0,521.00,0,1242.00,0,0.00,0,520500.00,578.00
2021-07-19T24:00:00-07:00,520499.98,0,223554.00,0,502.66,0,778.00,0,968.00,0,0.00,0,520500.00,578.00
2021-07-20T24:00:00-07:00,520499.98,0,223254.00,0,502.56,0,862.00,0,961.00,0,0.00,0,520500.00,578.00
2021-07-21T24:00:00-07:00,520499.98,0,224154.00,0,502.86,0,1451.00,0,948.00,0,0.00,0,520500.00,578.00
2021-07-22T24:00:00-07:00,520499.98,0,224725.00,0,503.05,0,1203.00,0,864.00,0,0.00,0,520500.00,578.00
2021-07-23T24:00:00-07:00,520499.98,0,225391.00,0,503.27,0,1140.00,0,760.00,0,0.00,0,520500.00,578.00
2021-07-24T24:00:00-07:00,520499.98,0,225845.00,0,503.42,0,982.00,0,708.00,0,0.00,0,520500.00,578.00
2021-07-25T24:00:00-07:00,520499.98,0,225452.00,0,503.29,0,551.00,0,708.00,0,0.00,0,520500.00,578.00
2021-07-26T24:00:00-07:00,520499.98,0,225270.00,0,503.23,0,813.00,0,863.00,0,0.00,0,520500.00,578.00
2021-07-27T24:00:00-07:00,520499.98,0,225300.00,0,503.24,0,930.00,0,874.00,0,0.00,0,520500.00,578.00
2021-07-28T24:00:00-07:00,520499.98,0,224907.00,0,503.11,0,699.00,0,847.00,0,0.00,0,520500.00,578.00
2021-07-29T24:00:00-07:00,520499.98,0,225391.00,0,503.27,0,1114.00,0,822.00,0,0.00,0,520500.00,578.00
2021-07-30T24:00:00-07:00,520499.98,0,226572.00,0,503.66,0,1310.00,0,669.00,0,0.00,0,520500.00,578.00
2021-07-31T24:00:00-07:00,520499.98,0,226420.00,0,503.61,0,560.00,0,593.00,0,0.00,0,520500.00,578.00
2021-08-01T24:00:00-07:00,520499.98,0,226239.00,0,503.55,0,717.00,0,762.00,0,0.00,0,520500.00,578.00
2021-08-02T24:00:00-07:00,520499.98,0,225694.00,0,503.37,0,813.00,0,1046.00,0,0.00,0,520500.00,578.00
2021-08-03T24:00:00-07:00,520499.98,0,224998.00,0,503.14,0,803.00,0,1097.00,0,0.00,0,520500.00,578.00
2021-08-04T24:00:00-07:00,520499.98,0,224454.00,0,502.96,0,817.00,0,1040.00,0,0.00,0,520500.00,578.00
2021-08-05T24:00:00-07:00,520499.98,0,224484.00,0,502.97,0,1043.00,0,990.00,0,0.00,0,520500.00,578.00
2021-08-06T24:00:00-07:00,520499.98,0,224725.00,0,503.05,0,1034.00,0,874.00,0,0.00,0,520500.00,578.00
2021-08-07T24:00:00-07:00,520499.98,0,224756.00,0,503.06,0,855.00,0,804.00,0,0.00,0,520500.00,578.00
2021-08-08T24:00:00-07:00,520499.98,0,224816.00,0,503.08,0,904.00,0,841.00,0,0.00,0,520500.00,578.00
2021-08-09T24:00:00-07:00,520499.98,0,224364.00,0,502.93,0,796.00,0,986.00,0,0.00,0,520500.00,578.00
2021-08-10T24:00:00-07:00,520499.98,0,223404.00,0,502.61,0,665.00,0,1108.00,0,0.00,0,520500.00,578.00
2021-08-11T24:00:00-07:00,520499.98,0,222653.00,0,502.36,0,792.00,0,1134.00,0,0.00,0,520500.00,578.00
2021-08-12T24:00:00-07:00,520499.98,0,222803.00,0,502.41,0,1255.00,0,1134.00,0,0.00,0,520500.00,578.00
2021-08-13T24:00:00-07:00,520499.98,0,223013.00,0,502.48,0,1158.00,0,1013.00,0,0.00,0,520500.00,578.00
2021-08-14T24:00:00-07:00,520499.98,0,223464.00,0,502.63,0,1204.00,0,926.00,0,0.00,0,520500.00,578.00
2021-08-15T24:00:00-07:00,520499.98,0,224364.00,0,502.93,0,1439.00,0,949.00,0,0.00,0,520500.00,578.00
2021-08-16T24:00:00-07:00,520499.98,0,225300.00,0,503.24,0,1581.00,0,1074.00,0,0.00,0,520500.00,578.00
2021-08-17T24:00:00-07:00,520499.98,0,226027.00,0,503.48,0,1490.00,0,1082.00,0,0.00,0,520500.00,578.00
2021-08-18T24:00:00-07:00,520499.98,0,225361.00,0,503.26,0,801.00,0,1104.00,0,0.00,0,520500.00,578.00
2021-08-19T24:00:00-07:00,520499.98,0,225270.00,0,503.23,0,1114.00,0,1134.00,0,0.00,0,520500.00,578.00
2021-08-20T24:00:00-07:00,520499.98,0,225815.00,0,503.41,0,1329.00,0,1032.00,0,0.00,0,520500.00,578.00
2021-08-21T24:00:00-07:00,520499.98,0,226663.00,0,503.69,0,1303.00,0,847.00,0,0.00,0,520500.00,578.00
2021-08-22T24:00:00-07:00,520499.98,0,227845.00,0,504.08,0,1507.00,0,884.00,0,0.00,0,520500.00,578.00
2021-08-23T24:00:00-07:00,520499.98,0,229004.00,0,504.46,0,1683.00,0,1071.00,0,0.00,0,520500.00,578.00
2021-08-24T24:00:00-07:00,520499.98,0,230194.00,0,504.85,0,1759.00,0,1123.00,0,0.00,0,520500.00,578.00
2021-08-25T24:00:00-07:00,520499.98,0,230960.00,0,505.10,0,1560.00,0,1133.00,0,0.00,0,520500.00,578.00
2021-08-26T24:00:00-07:00,520499.98,0,232037.00,0,505.45,0,1675.00,0,1092.00,0,0.00,0,520500.00,578.00
2021-08-27T24:00:00-07:00,520499.98,0,232437.00,0,505.58,0,1242.00,0,1005.00,0,0.00,0,520500.00,578.00
2021-08-28T24:00:00-07:00,520499.98,0,233421.00,0,505.90,0,1297.00,0,765.00,0,0.00,0,520500.00,578.00
2021-08-29T24:00:00-07:00,520499.98,0,232467.00,0,505.59,0,377.00,0,818.00,0,0.00,0,520500.00,578.00
2021-08-30T24:00:00-07:00,520499.98,0,233144.00,0,505.81,0,1373.00,0,991.00,0,0.00,0,520500.00,578.00
2021-08-31T24:00:00-07:00,520499.98,0,234473.00,0,506.24,0,1717.00,0,1003.00,0,0.00,0,520500.00,578.00
2021-09-01T24:00:00-07:00,520499.98,0,235000.00,0,506.41,0,1360.00,0,1051.00,0,0.00,0,520500.00,578.00
2021-09-02T24:00:00-07:00,520499.98,0,236024.00,0,506.74,0,1595.00,0,1050.00,0,0.00,0,520500.00,578.00
2021-09-03T24:00:00-07:00,520499.98,0,237174.00,0,507.11,0,1585.00,0,969.00,0,0.00,0,520500.00,578.00
2021-09-04T24:00:00-07:00,520499.98,0,238487.00,0,507.53,0,1509.00,0,813.00,0,0.00,0,520500.00,578.00
2021-09-05T24:00:00-07:00,520499.98,0,239706.00,0,507.92,0,1480.00,0,822.00,0,0.00,0,520500.00,578.00
2021-09-06T24:00:00-07:00,520499.98,0,240933.00,0,508.31,0,1517.00,0,853.00,0,0.00,0,520500.00,578.00
2021-09-07T24:00:00-07:00,520499.98,0,241847.00,0,508.60,0,1448.00,0,943.00,0,0.00,0,520500.00,578.00
2021-09-08T24:00:00-07:00,520499.98,0,242604.00,0,508.84,0,1469.00,0,1038.00,0,0.00,0,520500.00,578.00
2021-09-09T24:00:00-07:00,520499.98,0,243394.00,0,509.09,0,1513.00,0,1072.00,0,0.00,0,520500.00,578.00
2021-09-10T24:00:00-07:00,520499.98,0,246285.00,0,510.00,0,2380.00,0,868.00,0,0.00,0,520500.00,578.00
2021-09-11T24:00:00-07:00,520499.98,0,248233.00,0,510.61,0,1736.00,0,719.00,0,0.00,0,520500.00,578.00
2021-09-12T24:00:00-07:00,520499.98,0,249446.00,0,510.99,0,1406.00,0,754.00,0,0.00,0,520500.00,578.00
2021-09-13T24:00:00-07:00,520499.98,0,250508.00,0,511.32,0,1432.00,0,860.00,0,0.00,0,520500.00,578.00
2021-09-14T24:00:00-07:00,520499.98,0,251506.00,0,511.63,0,1457.00,0,911.00,0,0.00,0,520500.00,578.00
2021-09-15T24:00:00-07:00,520499.98,0,254481.00,0,512.55,0,2531.00,0,998.00,0,0.00,0,520500.00,578.00
2021-09-16T24:00:00-07:00,520499.98,0,258262.00,0,513.71,0,2962.00,0,1023.00,0,0.00,0,520500.00,578.00
2021-09-17T24:00:00-07:00,520499.98,0,261945.00,0,514.83,0,2793.00,0,902.00,0,0.00,0,520500.00,578.00
2021-09-18T24:00:00-07:00,520499.98,0,265327.00,0,515.85,0,2532.00,0,797.00,0,0.00,0,520500.00,578.00
2021-09-19T24:00:00-07:00,520499.98,0,267732.00,0,516.57,0,2038.00,0,780.00,0,0.00,0,520500.00,578.00
2021-09-20T24:00:00-07:00,520499.98,0,271970.00,0,517.83,0,3036.00,0,879.00,0,0.00,0,520500.00,578.00
2021-09-21T24:00:00-07:00,520499.98,0,275873.00,0,518.98,0,2971.00,0,973.00,0,0.00,0,520500.00,578.00
2021-09-22T24:00:00-07:00,520499.98,0,279193.00,0,519.95,0,2703.00,0,998.00,0,0.00,0,520500.00,578.00
2021-09-23T24:00:00-07:00,520499.98,0,281807.00,0,520.71,0,2320.00,0,965.00,0,0.00,0,520500.00,578.00
2021-09-24T24:00:00-07:00,520499.98,0,285127.00,0,521.67,0,2583.00,0,874.00,0,0.00,0,520500.00,578.00
2021-09-25T24:00:00-07:00,520499.98,0,289833.00,0,523.02,0,3106.00,0,701.00,0,0.00,0,520500.00,578.00
2021-09-26T24:00:00-07:00,520499.98,0,293884.00,0,524.17,0,2810.00,0,743.00,0,0.00,0,520500.00,578.00
2021-09-27T24:00:00-07:00,520499.98,0,297076.00,0,525.07,0,2517.00,0,868.00,0,0.00,0,520500.00,578.00
2021-09-28T24:00:00-07:00,520499.98,0,300936.00,0,526.15,0,2926.00,0,948.00,0,0.00,0,520500.00,578.00
2021-09-29T24:00:00-07:00,520499.98,0,304536.00,0,527.15,0,2840.00,0,992.00,0,0.00,0,520500.00,578.00
2021-09-30T24:00:00-07:00,520499.98,0,307652.00,0,528.01,0,2524.00,0,921.00,0,0.00,0,520500.00,578.00
2021-10-01T24:00:00-07:00,514637.92,0,308126.00,0,528.14,0,1065.00,0,790.00,0,0.00,0,520500.00,578.00
2021-10-02T24:00:00-07:00,508775.85,0,308345.00,0,528.20,0,778.00,0,642.00,0,0.00,0,520500.00,578.00
2021-10-03T24:00:00-07:00,502913.78,0,308564.00,0,528.26,0,833.00,0,698.00,0,0.00,0,520500.00,578.00
2021-10-04T24:00:00-07:00,497051.71,0,308345.00,0,528.20,0,681.00,0,764.00,0,0.00,0,520500.00,578.00
2021-10-05T24:00:00-07:00,491189.64,0,307652.00,0,528.01,0,475.00,0,782.00,0,0.00,0,520500.00,578.00
2021-10-06T24:00:00-07:00,485327.57,0,307725.00,0,528.03,0,884.00,0,814.00,0,0.00,0,520500.00,578.00
2021-10-07T24:00:00-07:00,479465.50,0,306963.00,0,527.82,0,448.00,0,805.00,0,0.23,0,520500.00,578.00
2021-10-08T24:00:00-07:00,473603.43,0,307688.00,0,528.02,0,1066.00,0,689.00,0,0.27,0,520500.00,578.00
2021-10-09T24:00:00-07:00,467741.37,0,307434.00,0,527.95,0,516.00,0,622.00,0,0.00,0,520500.00,578.00
2021-10-10T24:00:00-07:00,461879.30,0,306999.00,0,527.83,0,423.00,0,622.00,0,0.00,0,520500.00,578.00
2021-10-11T24:00:00-07:00,456017.23,0,306420.00,0,527.67,0,424.00,0,684.00,0,0.00,0,520500.00,578.00
2021-10-12T24:00:00-07:00,450155.16,0,306058.00,0,527.57,0,569.00,0,729.00,0,0.00,0,520500.00,578.00
2021-10-13T24:00:00-07:00,444293.09,0,305695.00,0,527.47,0,578.00,0,729.00,0,0.00,0,520500.00,578.00
2021-10-14T24:00:00-07:00,438431.02,0,305297.00,0,527.36,0,560.00,0,729.00,0,0.00,0,520500.00,578.00
2021-10-15T24:00:00-07:00,435499.99,0,305152.00,0,527.32,0,614.00,0,658.00,0,0.00,0,520500.00,578.00
2021-10-16T24:00:00-07:00,435499.99,0,305152.00,0,527.32,0,651.00,0,623.00,0,0.00,0,520500.00,578.00
2021-10-17T24:00:00-07:00,435499.99,0,305224.00,0,527.34,0,706.00,0,623.00,0,0.02,0,520500.00,578.00
2021-10-18T24:00:00-07:00,435499.99,0,304790.00,0,527.22,0,416.00,0,623.00,0,0.00,0,520500.00,578.00
2021-10-19T24:00:00-07:00,435499.99,0,304283.00,0,527.08,0,383.00,0,623.00,0,0.00,0,520500.00,578.00
2021-10-20T24:00:00-07:00,435499.99,0,304645.00,0,527.18,0,829.00,0,623.00,0,0.00,0,520500.00,578.00
2021-10-21T24:00:00-07:00,435499.99,0,304717.00,0,527.20,0,692.00,0,623.00,0,0.00,0,520500.00,578.00
2021-10-22T24:00:00-07:00,435499.99,0,304717.00,0,527.20,0,638.00,0,623.00,0,0.00,0,520500.00,578.00
2021-10-23T24:00:00-07:00,435499.99,0,304174.00,0,527.05,0,369.00,0,623.00,0,0.00,0,520500.00,578.00
2021-10-24T24:00:00-07:00,435499.99,0,303417.00,0,526.84,0,253.00,0,623.00,0,0.60,0,520500.00,578.00
2021-10-25T24:00:00-07:00,435499.99,0,304428.00,0,527.12,0,1048.00,0,529.00,0,0.61,0,520500.00,578.00
2021-10-26T24:00:00-07:00,435499.99,0,304826.00,0,527.23,0,702.00,0,483.00,0,0.00,0,520500.00,578.00
2021-10-27T24:00:00-07:00,435499.99,0,304029.00,0,527.01,0,97.00,0,483.00,0,0.00,0,520500.00,578.00
2021-10-28T24:00:00-07:00,435499.99,0,303382.00,0,526.83,0,172.00,0,481.00,0,0.00,0,520500.00,578.00
2021-10-29T24:00:00-07:00,430003.86,0,302446.00,0,526.57,0,28.00,0,481.00,0,0.00,0,520500.00,578.00
2021-10-30T24:00:00-07:00,423240.99,0,301835.00,0,526.40,0,194.00,0,494.00,0,0.00,0,520500.00,578.00
2021-10-31T24:00:00-07:00,422284.99,0,301187.00,0,526.22,0,165.00,0,486.00,0,0.00,0,520500.00,578.00
2021-11-01T24:00:00-07:00,421979.99,0,301583.00,0,526.33,0,637.00,0,428.00,0,0.00,0,520500.00,578.00
2021-11-02T24:00:00-07:00,421842.99,0,304102.00,0,527.03,0,1696.00,0,413.00,0,0.00,0,520500.00,578.00
2021-11-03T24:00:00-07:00,420614.99,0,304138.00,0,527.04,0,467.00,0,434.00,0,0.00,0,520500.00,578.00
2021-11-04T24:00:00-07:00,419346.99,0,304609.00,0,527.17,0,674.00,0,408.00,0,0.00,0,520500.00,578.00
2021-11-05T24:00:00-07:00,418185.99,0,305406.00,0,527.39,0,706.00,0,303.00,0,0.00,0,520500.00,578.00
2021-11-06T24:00:00-07:00,417169.99,0,306094.00,0,527.58,0,646.00,0,293.00,0,0.00,0,520500.00,578.00
2021-11-07T24:00:00-08:00,416190.99,0,306710.00,0,527.75,0,630.00,0,304.00,0,0.00,0,520500.00,578.00
2021-11-08T24:00:00-08:00,416601.99,0,308053.00,0,528.12,0,1010.00,0,320.00,0,0.45,0,520500.00,578.00
2021-11-09T24:00:00-08:00,415897.99,0,310061.00,0,528.67,0,1472.00,0,453.00,0,0.03,0,520500.00,578.00
2021-11-10T24:00:00-08:00,414941.99,0,310426.00,0,528.77,0,590.00,0,400.00,0,0.00,0,520500.00,578.00
